sentence text,event interval start,event interval end,trigger,rule,polarity,controller,controlled
""" GlcNacylation of TRADD and FADD arginines prevented the maturation of Caspase-8 , a necessary component of the host apoptotic pathway , thus affording A/E pathogens the ability to thwart innate immune defense mechanisms of host cells . """,3,12,prevented,Negative_activation_syntax_1_verb,Negative_activation,"""TRADD""","""Caspase-8"""
""" In comparison to caspase-8 activity induced by TNF alone or TNF + CHX in Sharpin deficient HaCaT cells , TRADD deficiency significantly suppressed caspase-8 activation ( XREF_FIG ) . """,20,25,suppressed,Negative_activation_syntax_1_verb,Negative_activation,"""TRADD""","""caspase-8"""
""" The antagonism of Wnt and beta-catenin signaling by Sox17 in the oligodendrocyte lineage raises the question of stimulatory signals which converge upon the canonical Wnt and beta-catenin pathway in the developing WM. Recently , mTOR and Akt have been shown to be crucial for maturation of the OPC , and beta-catenin was shown to be an integral downstream factor in the PI3-Akt-GSK3beta pathway in mediating the effects of IGF-1 . """,6,10,signaling,Positive_activation_syntax_2_noun,Positive_activation,"""Sox17""","""beta-catenin"""
Another study has also demonstrated that the suppression of Wnt and beta-catenin signaling by Sox17 enhances progenitor cell maturation .,11,15,signaling,Positive_activation_syntax_2_noun,Positive_activation,"""Sox17""","""beta-catenin"""
""" Collectively , these findings suggest that AZD1775 induced Chk1 activation , leading to cdc2 and Cdk1 T14 phosphorylation , represents a compensatory response to Wee1 disruption that limits cdc2 and Cdk1 activation and checkpoint abrogation . """,25,30,limits,Negative_activation_syntax_5_verb,Positive_activation,"""Wee1""","""cdc2"""
""" In cells lacking normal p53 activity , each treatment activated CDC25C and inactivated Wee1 , which in turn activated cdc2 and sent cells rapidly through the G2/M checkpoint and into mitosis . """,14,21,activated,Positive_activation_syntax_5_verb,Positive_activation,"""Wee1""","""cdc2"""
""" Wee1 protein kinase allows cdc2 inactivation by phosphorylation of cdc2 on tyrosine -15 [ XREF_BIBR , XREF_BIBR ] . """,1,6,allows,Positive_activation_syntax_1_verb,Positive_activation,"""Wee1""","""cdc2"""
""" Consistently , Vpr induces G2 arrest by inhibiting the Cdc25 phosphatase through direct interaction and activation of the Wee1 kinase ; both Cdc25 and Wee1 enzymes directly regulate Cdc2 and CDK1 . """,25,30,directly regulate,Positive_activation_syntax_1_verb,Positive_activation,"""Wee1""","""Cdc2"""
""" In response to DNA damage , Wee1 causes inactivation of CDC2 and consequently leads to G 2 arrest that gives tumor cells survival advantage by allowing time to repair their damaged DNA . """,7,12,causes,Positive_activation_syntax_1_verb,Positive_activation,"""Wee1""","""CDC2"""
""" Twice daily leptin administration for 7 days profoundly affected food intake , reduced leptin receptor mRNA in the arcuate nucleus , and had a similar effect on neuropeptide Y gene expression . """,3,16,reduced,Negative_activation_syntax_1_verb,Negative_activation,"""leptin""","""leptin receptor"""
Early work by the Flier laboratory showed that leptin administration causes a rapid induction of hypothalamic Socs3 mRNA in mice and mediates feedback inhibition of the leptin receptor .,8,28,mediates,Positive_activation_syntax_1_verb,Negative_activation,"""leptin""","""leptin receptor"""
""" It appears that the presence of normal leptin signaling in astrocytes helped to reduce glutamate induced gliotoxicity , though we have not been able to determine the differential effects of ObRa and ObRb , or a role of the soluble leptin receptor . """,8,43,reduce,Negative_activation_syntax_1_verb,Negative_activation,"""leptin""","""leptin receptor"""
The use of a leptin antagonist negated the induction of visfatin and soluble leptin receptor by leptin .,4,15,negated,Negative_activation_syntax_1_verb,Negative_activation,"""leptin""","""leptin receptor"""
Previous studies with chronic decerebrate rats and rats infused with leptin into the 4 th ventricle suggest that hindbrain leptin receptors attenuate the catabolic effect of forebrain leptin receptor activation .,19,29,attenuate,Negative_activation_syntax_1_verb,Negative_activation,"""leptin""","""leptin receptor"""
""" Flow cytometry and quantitative PCR showed that airway epithelial cells expressed leptin receptor ( Ob-R ) , whose expression level was downregulated by leptin itself . """,12,25,downregulated,Negative_activation_syntax_6_verb,Negative_activation,"""leptin""","""leptin receptor"""
""" AMF also prevents Gp78 induced degradation of the mitochondrial fusion proteins , mitofusin 1 and 2 in a dynamin-, Rac1- and phosphoinositide 3-kinase ( PI3K )-dependent manner . """,1,5,prevents,Negative_activation_syntax_1_verb,Negative_activation,"""AMF""","""Gp78"""
Both short hairpin RNA ( shRNA )-mediated knockdown of Gp78 ( shGp78 ) and AMF treatment selectively reduced the extent of RER-mitochondria contacts without impacting on SER -- mitochondria contacts .,7,15,knockdown,Negative_activation_syntax_7_noun,Negative_activation,"""AMF""","""Gp78"""
""" Similar to the CMC results , ADCC was strongly reduced by the pan-PI3K inhibitor GDC-0941 but not by isoform selective inhibitors targeting p110alpha , p110beta , p110gamma or p110delta ( XREF_FIG ) . """,10,26,reduced,Negative_activation_syntax_1_verb,Positive_activation,"""GDC-0941""","""p110beta"""
""" However , a recent study has shown that Cbp and Pag1 itself inhibits Src activity independently of Csk . """,9,19,inhibits,Negative_activation_syntax_1_verb,Negative_activation,"""Cbp""","""Csk"""
""" Similar to the CMC results , ADCC was strongly reduced by the pan-PI3K inhibitor GDC-0941 but not by isoform selective inhibitors targeting p110alpha , p110beta , p110gamma or p110delta ( XREF_FIG ) . """,15,24,targeting,Positive_activation_syntax_1_verb,Positive_activation,"""GDC-0941""","""p110alpha"""
""" In the present study , dexamethasone administration prevented a venom induced decrease in alpha-ENaC and a venom induced increase NKCC1 expression . """,6,15,prevented,Negative_activation_syntax_1_verb,Negative_activation,"""dexamethasone""","""alpha-ENaC"""
""" E2f1-3 loss did not induce p53 phosphorylation ( data not shown ) but markedly increased acetylation ( XREF_FIG ) , which is essential for p53 activity XREF_BIBR is mediated by Tip60 , Pcaf and Cbp and p300 and reversed by Hdacs and Sirt1 XREF_BIBR . """,25,38,mediated,Positive_activation_syntax_2_verb,Negative_activation,"""p300""","""p53"""
""" Specifically , on one side , p300 might promote p53 degradation via its N-terminal activities , on the other side , the C-terminal region of p300 might lead to p53 stabilization . """,7,11,promote,Positive_activation_syntax_1_verb,Negative_activation,"""p300""","""p53"""
""" These results suggested that by inducing aggregation , p300 might sequester p53 from proteasomal degradation . """,9,13,sequester,Negative_activation_syntax_1_verb,Negative_activation,"""p300""","""p53"""
""" Through physical interaction with p53 , p300 and CBP can both positively and negatively regulate p53 transactivation , as well as p53 protein turnover depending on cellular context and environmental stimuli , such as DNA damage . """,7,17,negatively regulate,Negative_activation_syntax_1_verb,Negative_activation,"""p300""","""p53"""
""" Based on their results , p300 stabilized p53 in the presence of lower level of MDM2 , whereas p300 promoted MDM2 dependent proteasomal degradation of p53 in the presence of a higher level of MDM2 . """,19,27,promoted,Positive_activation_syntax_1_verb,Negative_activation,"""p300""","""p53"""
""" Knockdown of p300 prevented UV induction of gamma-H2AX , p53 , and acetyl-H3 ( XREF_FIG ) . """,3,11,prevented,Negative_activation_syntax_1_verb,Negative_activation,"""p300""","""p53"""
""" CBP and p300 can both positively and negatively regulate p53 transactivation , as well as p53 protein turnover , depending on cellular context and environmental stimuli . """,3,11,negatively regulate,Negative_activation_syntax_1_verb,Negative_activation,"""p300""","""p53"""
The interaction of protein p300 with MDM2 promotes p53 degradation .,4,9,promotes,Positive_activation_syntax_1_verb,Negative_activation,"""p300""","""p53"""
""" The transforming ability of the adenovirus E1A oncoprotein depends not only upon binding to pRb , but also requires interactions with the cyclic-AMP response element binding ( CREB ) binding protein ( CBP ) and its paralog p300 to deregulate the host cell cycle and repress p53 mediated transcriptional processes [ XREF_BIBR - XREF_BIBR ] . """,38,48,repress,Negative_activation_syntax_1_verb,Negative_activation,"""p300""","""p53"""
""" Together , our work establishes that some beta-HPVs target p300 for destabilization to efficiently reprogram their host cell much like HR-alpha HPVs promote p53 degradation to alter the host cell . """,10,25,promote,Positive_activation_syntax_1_verb,Negative_activation,"""p300""","""p53"""
""" Intriguingly , this regulation is independently of Raf-1 protein kinase activity because kinase negative Raf-1 also could inhibit MST2 activation and apoptosis XREF_BIBR . """,15,20,inhibit,Negative_activation_syntax_1_verb,Positive_activation,"""Raf-1""","""MST2"""
It blocks the activation of TACI by APRIL and BLyS .,3,8,activation,Positive_activation_token_2_noun,Negative_activation,"""APRIL""","""TACI"""
Knock-Down of IL-1Ra in Obese Mice Decreases Liver Inflammation and Improves Insulin Sensitivity .,2,9,Decreases,Negative_activation_syntax_1_verb,Negative_activation,"""IL-1Ra""","""Inflammation"""
Knockdown of PTPN2 directs EGFR signaling toward increased PI3K activation and increased suppression of epithelial chloride secretory responses .,2,5,directs,Positive_activation_syntax_1_verb,Positive_activation,"""PTPN2""","""EGFR"""
""" This was true for Ccnd1 -/- fibroblasts , R3327-5 ' A tumour cells wherein Ccnd1 was knocked down with RNA interference ( see also XREF_SUPPLEMENTARY ) , or Ccnd1 +/+ fibroblasts treated with 2muM Palbociclib , a specific inhibitor of Ccnd1.Cdk4 ( XREF_FIG ) . """,29,36,treated with,Positive_activation_surface_treated_with,Positive_activation,"""Palbociclib""","""Ccnd1"""
""" Snail accumulation was mediated by Akt and GSK3beta signaling , which was activated by a modulation in the expression of the mTOR inhibitor DEPTOR . """,1,9,mediated,Positive_activation_syntax_2_verb,Positive_activation,"""GSK3beta""","""Snail"""
""" PI3K and Akt is known to promote EMT by regulating the activity of GSK3beta , which targets Snail for degradation by suppressing NF-kappaB-dependent Snail expression [ XREF_BIBR , XREF_BIBR ] . """,14,19,targets,Positive_activation_syntax_5_verb,Positive_activation,"""GSK3beta""","""Snail"""
""" In addition , it has been reported that SET inhibits the DNase activity of the tumor-suppressor NM23-H1 and that the cleavage of SET by Granzyme A during the cytotoxic T lymphocyte induced apoptosis releases NM23-H1 from inhibition and triggers NM23-H1 to translocate into the nucleus , where it cleaves the DNA . """,23,36,induced,Positive_activation_syntax_1_verb,Positive_activation,"""SET""","""NM23-H1"""
""" In addition , it has been reported that SET inhibits the DNase activity of the tumor-suppressor NM23-H1 and that the cleavage of SET by Granzyme A during the cytotoxic T lymphocyte induced apoptosis releases NM23-H1 from inhibition and triggers NM23-H1 to translocate into the nucleus , where it cleaves the DNA . """,23,41,triggers,Positive_activation_syntax_1_verb,Positive_activation,"""SET""","""NM23-H1"""
""" Kim et al. [ XREF_BIBR ] have speculated that Sestrin2 drives the displacement of GATOR2 from GATOR1-RagB only when it is vastly overproduced , as it is when cells are exposed to particular environmental stressors , such as genotoxic , oxidative or endoplasmic reticulum stress . """,10,16,drives,Positive_activation_syntax_1_verb,Positive_activation,"""Sestrin2""","""GATOR2"""
""" Finally , BMP4 induced nuclear translocation of NFATc1 was impaired in Bmpr1a depleted LuMECs ( XREF_FIG ) . """,3,13,induced,Positive_activation_syntax_1_verb,Negative_activation,"""BMP4""","""Bmpr1a"""
""" In contrast , the BMP4 antagonist Gremlin , specifically up-regulated in MP cells , counteracts the stimulatory effects of BMP4 and inhibits proliferation of BMPR1a positive muscle cells . """,5,26,inhibits,Negative_activation_syntax_1_verb,Negative_activation,"""BMP4""","""BMPR1a"""
""" Therefore , even if anastrozole is blocking estrogen production by inhibiting aromatase , significant levels of estrogen would still be present and thus estrogen stimulated tumor progression could proceed . """,5,13,blocking,Negative_activation_syntax_1_verb,Positive_activation,"""anastrozole""","""aromatase"""
Regulation of aromatase expression in breast cancer treated with anastrozole neoadjuvant therapy .,2,10,treated with,Positive_activation_surface_treated_with,Positive_activation,"""anastrozole""","""aromatase"""
""" The methylation state of the STAT3 gene was found to be mediated by Enhancer of zeste homolog 2 ( EZH2 ) , that participates in DNA methylation and which can be activated by Akt signaling [ XREF_BIBR ] . """,20,35,activated,Positive_activation_syntax_6_verb,Positive_activation,"""Akt""","""EZH2"""
