sentence text,event interval start,event interval end,trigger,rule,polarity,pred_polarity,controller,controlled
"For instance , PTEN functions as a tumour suppressor by negatively regulating the PI3K and AKT signalling and , in 30-50 % of prostate cancer cases , loss of PTEN function causes PI3K and AKT signalling upregulation [ XREF_BIBR ] .",3,35,causes,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Being one of the most frequently disrupted tumor suppressors in cancer , a mutation in the phosphatase and tensin homolog deleted on chromosome 10 ( PTEN ) , the natural antagonist of PI3K , relieves the repression of the PI3K and Akt signaling axis in PDAC .",16,42,relieves,Negative_activation_syntax_1_verb,Negative_activation,Positive_activation,"""phosphatase and tensin homolog""","""Akt"""
"Altogether , our findings indicate that PTEN deficiency further activated AKT and altered AKT-downstream signalling pathways to increase cell proliferation and survival in TRbeta PV/PV thyroids , thereby accelerating thyroid cancer progression and invasiveness .",6,11,activated,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
Both PTEN degradation and inhibiting its phosphatase activity will lead to activation of Akt and downstream signaling cascades .,1,14,lead to,Positive_activation_nested_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"95 Increasing numbers of studies have reported oxidation of the catalytic cysteines within the active site of PTEN in response to exposure to ROS , and have shown that redox modification of PTEN potentiates Akt activation .",32,35,potentiates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Moreover , suppression of PTEN in TRIM29 repressed cells rescued AKT and mTOR activities of NPC cells .",4,11,repressed,Negative_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Furthermore , Spry2 gain-of-function can suppress hyperactivation of AKT caused by the absence of PTEN .",8,15,caused,Positive_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
Activation of PTEN in GHR silenced cells efficiently enhances apoptosis and inhibits proliferation by suppressing the active status of PI3K and AKT and its intermediates .,2,22,inhibits,Negative_activation_syntax_1_verb,Negative_activation,Negative_activation,"""PTEN""","""AKT"""
"However , as cells were at resting ( not stimulated ) state , we hypothesize that the observed effect could be a gene expression feedback system , i.e. in the presence of MYO1C , there is less need for the PI3K and AKT modulating PTEN protein , hence PTEN gene expression has become down-regulated .",42,45,modulating,Positive_activation_token_1_noun,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"PTEN inactivation may promote the sustained activation of PI3K and Akt pathway that in turn can induce HIF-1alpha stabilization and transcriptional expression of its target genes , and thereby contribute to the survival of GBM cells under normoxic and hypoxic conditions [ XREF_BIBR , XREF_BIBR , XREF_BIBR , XREF_BIBR ] .",0,11,promote,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"Thus , decreased PTEN would lead to increased Akt activation and the increase in P280-Chk1 we observed is consistent with this .",3,9,lead to,Positive_activation_nested_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
XREF_BIBR He et al reported that PTEN deficiency increased PI3K and Akt activation resulting in excessive proliferation and crypt fissioning within small bowel ( SB ) polyps .,6,12,increased,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"100 Taken together , the oxidative modification of PTEN activates Akt while oxidation of Akt contributes to Akt inactivation , thereby negatively or positively regulating the transcriptional activity of FoxOs , respectively .",8,11,activates,Positive_activation_token_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"PTEN inactivation results in hyperactive AKT signaling and is associated with tumor growth , progression and poor clinical outcome XREF_BIBR .",0,7,signaling,Positive_activation_syntax_results_in,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
We expressed BMCC1 in BMCC1 negative HeLa cells and LNCaP cells with AKT hyperactivation induced by PTEN ( phosphatase and tensin homolog ) mutation 27 ( XREF_FIG and XREF_SUPPLEMENTARY ) .,12,17,induced,Positive_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"Together , these findings demonstrate that suppression of PI3K and Akt signaling by PTEN is crucial for proper neuronal differentiation and normal retinal network formation .",10,14,signaling,Positive_activation_syntax_2_noun,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"AKT and mTOR signaling which is negatively modulated by PTEN is a key pathway in cell survival , cellular proliferation , and tumor growth [ XREF_BIBR ] .",0,10,modulated,Positive_activation_syntax_2_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
"The PDK1 K465E and K465E PTEN +/- mice were of an intermediate size and only ~ 20 % smaller than wild-type PDK1 +/+ PTEN +/+ mice , suggesting that deficiency of PTEN can partially restore normal Akt pathway activity during development and therefore rescue the small size phenotype .",31,37,restore,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""Akt"""
"In agreement with their antioncogenetic role , PTEN mediates cell proliferation , migration , apoptosis , and angiogenesis by activating the AKT pathway .",7,22,mediates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
Inactivation of PTEN in PTEN +/+ embryonic fibroblasts increases AKT activity and suppresses apoptosis in contractile collagen matrices ; inhibition of AKT activity restores the sensitivity of PTEN null cells to collagen contraction induced apoptosis .,2,10,increases,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTEN""","""AKT"""
Inhibiting the synthesis of provitamin D 3 impairs Ptc1 mediated repression of Smo .,8,13,repression,Negative_activation_syntax_3_noun,Negative_activation,Negative_activation,"""Ptc1""","""Smo"""
This relieves the repression of SMO by PTCH and results in the accumulation of SMO in the primary cilium .,3,8,repression,Negative_activation_token_2_noun,Negative_activation,Positive_activation,"""PTCH""","""SMO"""
The removal of PTCH triggers the entry of SMO into and the exit of GPR161 from the primary cilium .,3,9,triggers,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTCH""","""SMO"""
"21 How PTCH1 modulates SMO was enigmatic until quite recently , as the two proteins do not physically associate .",2,5,modulates,Positive_activation_token_1_verb,Negative_activation,Positive_activation,"""PTCH1""","""SMO"""
"In the absence of SHH protein bound to PTCH1 , PTCH1 represses down stream targets of SHH signaling by inhibiting the activity of SMO at the substoichiometric level [ XREF_BIBR ] .",10,24,represses,Negative_activation_syntax_1_verb,Negative_activation,Negative_activation,"""PTCH1""","""SMO"""
"These include Ptch knockout mice and mice overexpressing Hh , oncogenic Smo , Gli1 or Gli2 specifically in the skin using the keratin ( K ) 5 , 6 , or 14 promoters .",2,12,overexpressing,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Ptch""","""Smo"""
"This binding relieves the PTCH mediated suppression of the transmembrane protein smoothened ( SMO ) , leading to multiple intracellular events that result in the stabilization , nuclear translocation and activation of the glioma associated oncogene ( Gli ) family of transcription factors , which initiate transcription of HH target genes .",4,14,mediated,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTCH""","""SMO"""
"The PTCH protein serves as a receptor for the Secreted Shh ( SHH ) protein , and inhibits the signaling pathway by repressing the activity of Smoothened ( SMO ) , another transmembranous protein XREF_BIBR .",1,29,inhibits,Negative_activation_syntax_1_verb,Negative_activation,Negative_activation,"""PTCH""","""SMO"""
"In oncogenic contexts , loss of PTCH1 and mutagenic activation of SMO are the most common alterations that induce inappropriate activation of the HH pathway .",6,12,activation,Positive_activation_syntax_3_noun,Negative_activation,Positive_activation,"""PTCH1""","""SMO"""
"In figure XREF_FIG , Ptc1 catalyzes Smo inactivation .",4,7,catalyzes,Positive_activation_token_1_verb,Negative_activation,Positive_activation,"""Ptc1""","""Smo"""
"The binding of Hedgehog ligand to the receptor Patched1 ( Ptc1 ) activates smoothened ( Smo ) and the transcriptional activity of Gli1 , which up-regulates the expression of a panel of target genes , including Patched1 and FOXM1 [ XREF_BIBR , XREF_BIBR ] .",10,16,activates,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Ptc1""","""Smo"""
"This study demonstrated that Ptch1 induces apoptosis independent of Smo and Gli activity by acting as a dependence receptor , binding caspases , and inducing apoptosis .",4,10,induces,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Ptch1""","""Smo"""
The mechanism by which Ptch1 activates Smo is not known but is proposed to be through small molecule intermediates and is likely to involve the phosphorylation of Smo .,4,7,activates,Positive_activation_token_1_verb,Negative_activation,Positive_activation,"""Ptch1""","""Smo"""
"Binding of Hedgehog ligands to the receptor Patched ( Ptch1 ) triggers the IFT dependent accumulation of the transmembrane protein Smoothened ( Smo ) within the cilium ( Corbit et al ., 2005 ) .",9,23,triggers,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Ptch1""","""Smo"""
"How Ptch might target Smo to govern this event has not yet been established , but a number of models have been proposed ( XREF_FIG ) .",1,5,target,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Ptch""","""Smo"""
"Binding of Shh to the inhibitory receptor , Patched1 ( Ptc1 ) , results in activation of Smoothened ( Smo ) and subsequent activation of Gli transcription factors .",10,20,results in activation,Positive_activation_syntax_8_verb,Negative_activation,Positive_activation,"""Ptc1""","""Smo"""
"The canonical Hh pathway is activated upon Hh ligand binding to the cognate receptor Ptch1 , which enables SMO to activate Gli proteins .",14,19,enables,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Ptch1""","""SMO"""
"Upon binding with Shh , Ptc1 inactivation allows Smo to initiate signaling XREF_BIBR , XREF_BIBR , XREF_BIBR through the Gli family of transcription factors .",5,9,allows,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Ptc1""","""Smo"""
"However , binding of Hh ligands leads to internalization of PTCH1 allowing the activation of SMO .",10,16,allowing,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTCH1""","""SMO"""
"When Shh binds to Ptc1 , the Ptc1 is lost from the cilium , allowing Smo to accumulate in the ciliary membrane and activate signaling [ XREF_BIBR ] .",7,16,allowing,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Ptc1""","""Smo"""
"Upon binding to the receptor , PTCH is displaced from the cilia , thus allowing the accumulation and activation of SMO .",6,21,allowing,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTCH""","""SMO"""
"Instead , the existence of endogenous small molecules , gated by Ptch , which are able to modulate Smo activity , is currently under discussion [ XREF_BIBR ] .",11,19,modulate,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""Ptch""","""Smo"""
"The aim of our study was to investigate whether the mRNA expression analysis of two Hedgehog ( Hh ) stemness signaling molecules , Smoothened ( SMO ) and Patched-1 ( PTCH1 ) , could predict upcoming molecular relapse .",20,31,signaling,Positive_activation_syntax_1_verb,Negative_activation,Positive_activation,"""PTCH1""","""SMO"""
